NMFS_ID,PCRloc'n,DNAloc'n,rBOXloc,PIT/Tag#,SEX(GHpsi),SEX,PIT_ID,Pop_ID,Status,FishKey_Reach,Remarks,WATERSHED,TRIB_1,TRIB_2,WATER_NAME,HATCHERY,Strain/Mark,Analysis,CrossRef,LENGTH,WEIGHT,Age,SpawnWinter,BirthYear,Notes,Hatchery.Status,STD_Date,CollectionDate,Collection Year,Lifestage,SampleID,Panel,Cross_Ref
K035727,KMB_08G,K462_08G,8G,9.89E+14,F,F,,,,,,Klamath River,,,Klamath River,Iron Gate Hatchery,LM,,,720,,,W1314,2010,,NB,2014_0121,1/21/14,2013,Adult,12,STv6,K035727_K462_KMB_8G
K035728,KMB_08H,K462_08H,8H,9.89E+14,F,F,,,,,,Klamath River,,,Klamath River,Iron Gate Hatchery,NONE,,,710,,,W1314,2010,,NB,2014_0121,1/21/14,2013,Adult,11,STv6,K035728_K462_KMB_8H
K035729,KMB_09A,K462_09A,9A,9.89E+14,M,M,,,,,,Klamath River,,,Klamath River,Iron Gate Hatchery,LM,,,720,,,W1314,2010,,NB,2014_0121,1/21/14,2013,Adult,9,STv6,K035729_K462_KMB_9A
K035730,KMB_09B,K462_09B,9B,9.89E+14,F,F,,,,,,Klamath River,,,Klamath River,Iron Gate Hatchery,LM,,,710,,,W1314,2010,,NB,2014_0121,1/21/14,2013,Adult,10,STv6,K035730_K462_KMB_9B
K035731,KMB_09C,K462_09C,9C,9.89E+14,M,M,,,,,,Klamath River,,,Klamath River,Iron Gate Hatchery,LM,,,640,,,W1314,2010,,NB,2014_0121,1/21/14,2013,Adult,14,STv6,K035731_K462_KMB_9C
K035732,KMB_09D,K462_09D,9D,9.89E+14,F,F,,,,,,Klamath River,,,Klamath River,Iron Gate Hatchery,LM,,,750,,,W1314,2010,,NB,2014_0121,1/21/14,2013,Adult,13,STv6,K035732_K462_KMB_9D
K035733,KMB_09E,K462_09E,9E,9.89E+14,F,F,,,,,,Klamath River,,,Klamath River,Iron Gate Hatchery,LM,,,700,,,W1314,2010,,NB,2014_0121,1/21/14,2013,Adult,23,STv6,K035733_K462_KMB_9E
K035734,KMB_09F,K462_09F,9F,9.89E+14,F,F,,,,,,Klamath River,,,Klamath River,Iron Gate Hatchery,LM,,,710,,,W1314,2010,,NB,2014_0121,1/21/14,2013,Adult,22,STv6,K035734_K462_KMB_9F
K035735,KMB_09G,K462_09G,9G,9.89E+14,M,M,,,,,,Klamath River,,,Klamath River,Iron Gate Hatchery,LM,,,720,,,W1314,2010,,NB,2014_0121,1/21/14,2013,Adult,18,STv6,K035735_K462_KMB_9G
K035736,KMB_09H,K462_09H,9H,9.89E+14,M,M,,,,,,Klamath River,,,Klamath River,Iron Gate Hatchery,LM,,,760,,,W1314,2010,,NB,2014_0121,1/21/14,2013,Adult,17,STv6,K035736_K462_KMB_9H
K035737,KMB_10A,K462_10A,10A,9.89E+14,F,F,,,,,,Klamath River,,,Klamath River,Iron Gate Hatchery,LM,,,690,,,W1314,2010,,NB,2014_0121,1/21/14,2013,Adult,16,STv6,K035737_K462_KMB_10A
K035738,KMB_10B,K462_10B,10B,9.89E+14,F,F,,,,,,Klamath River,,,Klamath River,Iron Gate Hatchery,LM,,,670,,,W1314,2010,,NB,2014_0121,1/21/14,2013,Adult,15,STv6,K035738_K462_KMB_10B
K035739,KMB_10C,K462_10C,10C,9.89E+14,M,M,,,,,,Klamath River,,,Klamath River,Iron Gate Hatchery,LM,,,800,,,W1314,2010,,NB,2014_0121,1/21/14,2013,Adult,24,STv6,K035739_K462_KMB_10C
K035740,KMB_10D,K462_10D,10D,9.89E+14,F,F,,,,,,Klamath River,,,Klamath River,Iron Gate Hatchery,LM,,,710,,,W1314,2010,,NB,2014_0121,1/21/14,2013,Adult,25,STv6,K035740_K462_KMB_10D
K035741,KMB_10E,K462_10E,10E,9.89E+14,F,F,,,,,,Klamath River,,,Klamath River,Iron Gate Hatchery,LM,,,720,,,W1314,2010,,NB,2014_0121,1/21/14,2013,Adult,26,STv6,K035741_K462_KMB_10E
K035742,KMB_10F,K462_10F,10F,9.89E+14,F,F,,,,,,Klamath River,,,Klamath River,Iron Gate Hatchery,LM,,,710,,,W1314,2010,,NB,2014_0121,1/21/14,2013,Adult,21,STv6,K035742_K462_KMB_10F
K035743,KMB_10G,K462_10G,10G,9.89E+14,M,M,,,,,,Klamath River,,,Klamath River,Iron Gate Hatchery,LM,,,690,,,W1314,2010,,NB,2014_0121,1/21/14,2013,Adult,27,STv6,K035743_K462_KMB_10G
K035744,KMB_10H,K462_10H,10H,9.89E+14,,F,,,Non-broodstock.,,,Klamath River,,,Klamath River,Iron Gate Hatchery,LM,,,670,,,W1314,2010,Non-broodstock.,NB,,1/21/14,2013,ADULT,28,STv6,K035744_K462_KMB_10H_partial_11C
K035745,KMB_11A,K462_11A,11A,9.89E+14,F,F,,,,,,Klamath River,,,Klamath River,Iron Gate Hatchery,LM,,,720,,,W1314,2010,,NB,2014_0121,1/21/14,2013,Adult,19,STv6,K035745_K462_KMB_11A
K035746,KMB_11B,K462_11B,11B,9.89E+14,M,M,,,,,,Klamath River,,,Klamath River,Iron Gate Hatchery,LM,,,780,,,W1314,2010,,NB,2014_0121,1/21/14,2013,Adult,20,STv6,K035746_K462_KMB_11B
K035747,KMB_11C,K462_11C,11C,9.89E+14,F,F,,,,,,Klamath River,,,Klamath River,Iron Gate Hatchery,LM,,,730,,,W1314,2010,resample.,NB,2014_0121,1/21/14,2013,Adult,29,STv6,K035747_K462_KMB_11C
K035761,KMC_01A,K463_01A,1A,788147,,M,,,,,,Klamath River,,,Klamath River,Iron Gate Hatchery,LM,,,440,,,W1415,2011,Non-broodstock.,NB,2014_1020,10/20/14,2014,ADULT,78,STv6_EMC_runDec2014,K035761_K463_KMC_1A_partial_1D
K035763,KMC_01C,K463_01C,1C,438385,,M,,,,,,Klamath River,,,Klamath River,Iron Gate Hatchery,LM,,,430,,,W1415,2011,Non-broodstock.,NB,2014_1021,10/21/14,2014,ADULT,86,STv6,K035763_K463_KMC_1C
K035764,KMC_01D,K463_01D,1D,445503,,M,,,,,,Klamath River,,,Klamath River,Iron Gate Hatchery,LM,,,400,,,W1415,2011,Non-broodstock.,NB,2014_1021,10/21/14,2014,ADULT,146,STv6,K035764_K463_KMC_1D
K035765,KMC_01E,K463_01E,1E,48688,,M,,,,,,Klamath River,,,Klamath River,Iron Gate Hatchery,LM,,,370,,,W1415,2011,Non-broodstock.,NB,2014_1021,10/21/14,2014,ADULT,175,STv6,K035765_K463_KMC_1E
K035766,KMC_01F,K463_01F,1F,806579,,M,,,,,,Klamath River,,,Klamath River,Iron Gate Hatchery,LM,,,420,,,W1415,2011,Non-broodstock.,NB,2014_1022,10/22/14,2014,ADULT,223,STv6,K035766_K463_KMC_1F
K035767,KMC_01G,K463_01G,1G,685969,,M,,,,,,Klamath River,,,Klamath River,Iron Gate Hatchery,LM,,,400,,,W1415,2011,Non-broodstock.,NB,2014_1023,10/23/14,2014,ADULT,216,STv6,K035767_K463_KMC_1G
K035768,KMC_01H,K463_01H,1H,786640,,M,,,,,,Klamath River,,,Klamath River,Iron Gate Hatchery,LM,,,390,,,W1415,2011,Non-broodstock.,NB,2014_1024,10/24/14,2014,ADULT,327,STv6,K035768_K463_KMC_1H
K035769,KMC_2A,K463_2A,2A,404906,,M,,,Non-broodstock.,,,Klamath River,,,Klamath River,Iron Gate Hatchery,LM,,,440,,,W1415,2011,Non-broodstock.,NB,,10/24/14,2014,ADULT,328,STv6,K035769_K463_KMC_2A_partial_11D
K035770,KMC_02B,K463_02B,2B,406977,,M,,,,,,Klamath River,,,Klamath River,Iron Gate Hatchery,LM,,,410,,,W1415,2011,Non-broodstock.,NB,2014_1027,10/27/14,2014,ADULT,106,STv6,K035770_K463_KMC_2B
K035771,KMC_02C,K463_02C,2C,213144,,M,,,,,,Klamath River,,,Klamath River,Iron Gate Hatchery,LM,,,440,,,W1415,2011,Non-broodstock.,NB,2014_1027,10/27/14,2014,ADULT,244,STv6,K035771_K463_KMC_2C
K035772,KMC_02D,K463_02D,2D,381568,,M,,,,,,Klamath River,,,Klamath River,Iron Gate Hatchery,LM,,,420,,,W1415,2011,Non-broodstock.,NB,2014_1027,10/27/14,2014,ADULT,245,STv6,K035772_K463_KMC_2D
K035773,KMC_02E,K463_02E,2E,457017,,M,,,,,,Klamath River,,,Klamath River,Iron Gate Hatchery,LM,,,420,,,W1415,2011,Non-broodstock.,NB,2014_1027,10/27/14,2014,ADULT,275,STv6,K035773_K463_KMC_2E
K035774,KMC_02F,K463_02F,2F,507185,,M,,,,,,Klamath River,,,Klamath River,Iron Gate Hatchery,LM,,,450,,,W1415,2011,Non-broodstock.,NB,2014_1027,10/27/14,2014,ADULT,335,STv6,K035774_K463_KMC_2F
K035775,KMC_02G,K463_02G,2G,436878,,M,,,,,,Klamath River,,,Klamath River,Iron Gate Hatchery,NONE,,,420,,,W1415,2011,Non-broodstock.,NB,2014_1028,10/28/14,2014,ADULT,16,STv6,K035775_K463_KMC_2G
K035776,KMC_02H,K463_02H,2H,315057,,M,,,,,,Klamath River,,,Klamath River,Iron Gate Hatchery,LM,,,440,,,W1415,2011,Non-broodstock.,NB,2014_1028,10/28/14,2014,ADULT,17,STv6,K035776_K463_KMC_2H
K035777,KMC_03A,K463_03A,3A,257681,,M,,,,,,Klamath River,,,Klamath River,Iron Gate Hatchery,LM,,,440,,,W1415,2011,Non-broodstock.,NB,2014_1028,10/28/14,2014,ADULT,25,STv6,K035777_K463_KMC_3A
K035778,KMC_03B,K463_03B,3B,936699,,M,,,,,,Klamath River,,,Klamath River,Iron Gate Hatchery,LM,,,430,,,W1415,2011,Non-broodstock.,NB,2014_1028,10/28/14,2014,ADULT,63,STv6,K035778_K463_KMC_3B
K035779,KMC_03C,K463_03C,3C,332382,,M,,,,,,Klamath River,,,Klamath River,Iron Gate Hatchery,LM,,,420,,,W1415,2011,Non-broodstock.,NB,2014_1028,10/28/14,2014,ADULT,206,STv6,K035779_K463_KMC_3C
K035780,KMC_03D,K463_03D,3D,427324,,M,,,,,,Klamath River,,,Klamath River,Iron Gate Hatchery,LM,,,450,,,W1415,2011,Non-broodstock.,NB,2014_1028,10/28/14,2014,ADULT,231,STv6,K035780_K463_KMC_3D
K035781,KMC_03E,K463_03E,3E,344089,,M,M_78MJ,,IGH spawner W1415 matrix v6,spawn/mort/release 121614,,Klamath River,,,Klamath River,Iron Gate Hatchery,LM,,,480,,,W1415,2011,Non-broodstock.,NB,2014_1029,10/29/14,2014,ADULT,1,STv6,K035781_K463_KMC_3E
K035782,KMC_03F,K463_03F,3F,544196,,M,,,,,,Klamath River,,,Klamath River,Iron Gate Hatchery,LM,,,430,,,W1415,2011,Non-broodstock.,NB,2014_1029,10/29/14,2014,ADULT,131,STv6,K035782_K463_KMC_3F
K035783,KMC_03G,K463_03G,3G,418662,,M,,,,,,Klamath River,,,Klamath River,Iron Gate Hatchery,LM,,,390,,,W1415,2011,Non-broodstock.,NB,2014_1029,10/29/14,2014,ADULT,166,STv6,K035783_K463_KMC_3G
K035784,KMC_03H,K463_03H,3H,504520,,M,,,,,,Klamath River,,,Klamath River,Iron Gate Hatchery,LM,,,470,,,W1415,2011,Non-broodstock.,NB,2014_1029,10/29/14,2014,ADULT,167,STv6,K035784_K463_KMC_3H
K035785,KMC_04A,K463_04A,4A,779966,,M,,,,,,Klamath River,,,Klamath River,Iron Gate Hatchery,LM,,,470,,,W1415,2011,Non-broodstock.,NB,2014_1029,10/29/14,2014,ADULT,174,STv6,K035785_K463_KMC_4A
K035786,KMC_04B,K463_04B,4B,77012,,M,,,,,,Klamath River,,,Klamath River,Iron Gate Hatchery,LM,,,460,,,W1415,2011,Non-broodstock.,NB,2014_1030,10/30/14,2014,ADULT,57,STv6,K035786_K463_KMC_4B
K035787,KMC_04C,K463_04C,4C,361610,,M,,,,,,Klamath River,,,Klamath River,Iron Gate Hatchery,LM,,,410,,,W1415,2011,Non-broodstock.,NB,2014_1031,10/31/14,2014,ADULT,6,STv6,K035787_K463_KMC_4C
K035788,KMC_04D,K463_04D,4D,412949,,M,,,,,,Klamath River,,,Klamath River,Iron Gate Hatchery,LM,,,430,,,W1415,2011,Non-broodstock.,NB,2014_1031,10/31/14,2014,ADULT,75,STv6,K035788_K463_KMC_4D
K035789,KMC_04E,K463_04E,4E,785523,,F,,,,,,Klamath River,,,Klamath River,Iron Gate Hatchery,UNK,,,470,,,W1415,2011,Non-broodstock.,NB,2014_1031,10/31/14,2014,ADULT,83,STv6,K035789_K463_KMC_4E
K035790,KMC_04F,K463_04F,4F,327246,,M,,,,,,Klamath River,,,Klamath River,Iron Gate Hatchery,LM,,,420,,,W1415,2011,Non-broodstock.,NB,2014_1031,10/31/14,2014,ADULT,84,STv6,K035790_K463_KMC_4F
K035791,KMC_04G,K463_04G,4G,466225,,M,,,,,,Klamath River,,,Klamath River,Iron Gate Hatchery,LM,,,460,,,W1415,2011,Non-broodstock.,NB,2014_1031,10/31/14,2014,ADULT,217,STv6,K035791_K463_KMC_4G
K035792,KMC_04H,K463_04H,4H,466227,,M,,,,,,Klamath River,,,Klamath River,Iron Gate Hatchery,LM,,,450,,,W1415,2011,Non-broodstock.,NB,2014_1031,10/31/14,2014,ADULT,276,STv6,K035792_K463_KMC_4H
K035793,KMC_05A,K463_05A,5A,466133,,F,,,,,,Klamath River,,,Klamath River,Iron Gate Hatchery,LM,,,420,,,W1415,2011,Non-broodstock.,NB,2014_1031,10/31/14,2014,ADULT,283,STv6,K035793_K463_KMC_5A
K035794,KMC_05B,K463_05B,5B,466188,,M,,,,,,Klamath River,,,Klamath River,Iron Gate Hatchery,LM,,,440,,,W1415,2011,Non-broodstock.,NB,2014_1031,10/31/14,2014,ADULT,363,STv6,K035794_K463_KMC_5B
K035795,KMC_5C,K463_5C,5C,466213,,M,,,Non-broodstock.,,,Klamath River,,,Klamath River,Iron Gate Hatchery,LM,,,380,,,W1415,2011,Non-broodstock.,NB,,10/31/14,2014,ADULT,375,STv6,K035795_K463_KMC_5C_partial_11E
K035796,KMC_05D,K463_05D,5D,466212,,M,,,,,,Klamath River,,,Klamath River,Iron Gate Hatchery,LM,,,460,,,W1415,2011,Non-broodstock.,NB,2014_1031,10/31/14,2014,ADULT,376,STv6,K035796_K463_KMC_5D
K035797,KMC_05E,K463_05E,5E,466186,,M,,,,,,Klamath River,,,Klamath River,Iron Gate Hatchery,LM,,,460,,,W1415,2011,Non-broodstock.,NB,2014_1031,10/31/14,2014,ADULT,378,STv6,K035797_K463_KMC_5E
K035798,KMC_05F,K463_05F,5F,466204,,F,,,,,,Klamath River,,,Klamath River,Iron Gate Hatchery,LM,,,420,,,W1415,2011,Non-broodstock.,NB,2014_1031,10/31/14,2014,ADULT,383,STv6,K035798_K463_KMC_5F
K035799,KMC_05G,K463_05G,5G,466143,,M,,,,,,Klamath River,,,Klamath River,Iron Gate Hatchery,LM,,,490,,,W1415,2011,Non-broodstock.,NB,2014_1031,10/31/14,2014,ADULT,395,STv6,K035799_K463_KMC_5G
K035800,KMC_05H,K463_05H,5H,466173,,M,,,,,,Klamath River,,,Klamath River,Iron Gate Hatchery,LM,,,410,,,W1415,2011,Non-broodstock.,NB,2014_1031,10/31/14,2014,ADULT,489,STv6,K035800_K463_KMC_5H
K035801,KMC_06A,K463_06A,6A,181211,,M,,,,,,Klamath River,,,Klamath River,Iron Gate Hatchery,LM,,,450,,,W1415,2011,Non-broodstock.,NB,2014_1105,11/5/14,2014,ADULT,3,STv6,K035801_K463_KMC_6A
K035802,KMC_06B,K463_06B,6B,149966,,M,,,,,,Klamath River,,,Klamath River,Iron Gate Hatchery,LM,,,410,,,W1415,2011,Non-broodstock.,NB,2014_1105,11/5/14,2014,ADULT,5,STv6,K035802_K463_KMC_6B
K035803,KMC_06C,K463_06C,6C,795771,,M,,,,,,Klamath River,,,Klamath River,Iron Gate Hatchery,LM,,,460,,,W1415,2011,Non-broodstock.,NB,2014_1105,11/5/14,2014,ADULT,33,STv6,K035803_K463_KMC_6C
K035804,KMC_06D,K463_06D,6D,725842,,M,,,,,,Klamath River,,,Klamath River,Iron Gate Hatchery,LM,,,430,,,W1415,2011,Non-broodstock.,NB,2014_1105,11/5/14,2014,ADULT,41,STv6,K035804_K463_KMC_6D
K035805,KMC_06E,K463_06E,6E,575674,,M,,,,,,Klamath River,,,Klamath River,Iron Gate Hatchery,LM,,,460,,,W1415,2011,Non-broodstock.,NB,2014_1105,11/5/14,2014,ADULT,109,STv6,K035805_K463_KMC_6E
K035806,KMC_06F,K463_06F,6F,404427,,M,,,,,,Klamath River,,,Klamath River,Iron Gate Hatchery,LM,,,460,,,W1415,2011,Non-broodstock.,NB,2014_1105,11/5/14,2014,ADULT,110,STv6,K035806_K463_KMC_6F
K035807,KMC_06G,K463_06G,6G,886372,,M,,,,,,Klamath River,,,Klamath River,Iron Gate Hatchery,LM,,,430,,,W1415,2011,Non-broodstock.,NB,2014_1105,11/5/14,2014,ADULT,158,STv6,K035807_K463_KMC_6G
K035808,KMC_06H,K463_06H,6H,677739,,M,,,,,,Klamath River,,,Klamath River,Iron Gate Hatchery,LM,,,400,,,W1415,2011,Non-broodstock.,NB,2014_1105,11/5/14,2014,ADULT,162,STv6,K035808_K463_KMC_6H
K035809,KMC_07A,K463_07A,7A,232384,,M,,,,,,Klamath River,,,Klamath River,Iron Gate Hatchery,LM,,,430,,,W1415,2011,Non-broodstock.,NB,2014_1105,11/5/14,2014,ADULT,163,STv6_EMC_runDec2014,K035809_K463_KMC_7A_partial_1E
K035810,KMC_07B,K463_07B,7B,169661,,M,,,,,,Klamath River,,,Klamath River,Iron Gate Hatchery,LM,,,430,,,W1415,2011,Non-broodstock.,NB,2014_1105,11/5/14,2014,ADULT,164,STv6,K035810_K463_KMC_7B
K035811,KMC_07C,K463_07C,7C,895972,,M,,,,,,Klamath River,,,Klamath River,Iron Gate Hatchery,LM,,,420,,,W1415,2011,Non-broodstock.,NB,2014_1105,11/5/14,2014,ADULT,165,STv6,K035811_K463_KMC_7C
K035812,KMC_07D,K463_07D,7D,483870,,M,,,,,,Klamath River,,,Klamath River,Iron Gate Hatchery,LM,,,390,,,W1415,2011,Non-broodstock.,NB,2014_1105,11/5/14,2014,ADULT,166,STv6,K035812_K463_KMC_7D
K035813,KMC_07E,K463_07E,7E,314042,,M,,,,,,Klamath River,,,Klamath River,Iron Gate Hatchery,LM,,,440,,,W1415,2011,Non-broodstock.,NB,2014_1105,11/5/14,2014,ADULT,167,STv6,K035813_K463_KMC_7E
K035814,KMC_07F,K463_07F,7F,720037,,M,,,,,,Klamath River,,,Klamath River,Iron Gate Hatchery,LM,,,630,,,W1415,2011,Non-broodstock.,NB,2014_1105,11/5/14,2014,ADULT,168,STv6,K035814_K463_KMC_7F
K035815,KMC_07G,K463_07G,7G,720493,,M,,,,,,Klamath River,,,Klamath River,Iron Gate Hatchery,LM,,,420,,,W1415,2011,Non-broodstock.,NB,2014_1105,11/5/14,2014,ADULT,169,STv6,K035815_K463_KMC_7G
K035816,KMC_07H,K463_07H,7H,,,F,F_09F,,"IGH spawner W1415, matrix v2",spawn/mort 112114,,Klamath River,,,Klamath River,Iron Gate Hatchery,LM,,,630,,,W1415,2011,2014 quick turn-around coho broodstock.,B,2014_1117,11/17/14,2014,ADULT,9F,STv6,K035816_K463_KMC_7H
K035817,KMC_08A,K463_08A,8A,,,F,F_10F,,"IGH spawner W1415, matrix v2",spawn/mort/release 112514,,Klamath River,,,Klamath River,Iron Gate Hatchery,LM,,,640,,,W1415,2011,2014 quick turn-around coho broodstock.,B,2014_1117,11/17/14,2014,ADULT,10F,STv6,K035817_K463_KMC_8A
K035818,KMC_08B,K463_08B,8B,,,F,F_11F,,"IGH spawner W1415, matrix v2",spawn/mort/release 112514,,Klamath River,,,Klamath River,Iron Gate Hatchery,LM,,,660,,,W1415,2011,2014 quick turn-around coho broodstock.,B,2014_1117,11/17/14,2014,ADULT,11F,STv6,K035818_K463_KMC_8B
K035819,KMC_08C,K463_08C,8C,,,F,F_12F,,"IGH spawner W1415, matrix v2",spawn/mort 112114,,Klamath River,,,Klamath River,Iron Gate Hatchery,LM,,,580,,,W1415,2011,2014 quick turn-around coho broodstock.,B,2014_1117,11/17/14,2014,ADULT,12F,STv6,K035819_K463_KMC_8C
K035820,KMC_08D,K463_08D,8D,,,F,F_13F,,"IGH spawner W1415, matrix v2",spawn/mort/release 120214,,Klamath River,,,Klamath River,Iron Gate Hatchery,LM,,,600,,,W1415,2011,2014 quick turn-around coho broodstock.,B,2014_1117,11/17/14,2014,ADULT,13F,STv6,K035820_K463_KMC_8D
K035821,KMC_08E,K463_08E,8E,,,F,F_14F,,"IGH spawner W1415, matrix v2",spawn/mort 112114,,Klamath River,,,Klamath River,Iron Gate Hatchery,LM,,,620,,,W1415,2011,2014 quick turn-around coho broodstock.,B,2014_1117,11/17/14,2014,ADULT,14F,STv6,K035821_K463_KMC_8E
K035822,KMC_08F,K463_08F,8F,,,F,F_15F,,"IGH spawner W1415, matrix v2",spawn/mort 112114,,Klamath River,,,Klamath River,Iron Gate Hatchery,LM,,,660,,,W1415,2011,2014 quick turn-around coho broodstock.,B,2014_1117,11/17/14,2014,ADULT,15F,STv6,K035822_K463_KMC_8F
K035823,KMC_08G,K463_08G,8G,,,F,F_16F,,"IGH spawner W1415, matrix v2",spawn/mort 112114,,Klamath River,,,Klamath River,Iron Gate Hatchery,LM,,,530,,,W1415,2011,2014 quick turn-around coho broodstock.,B,2014_1117,11/17/14,2014,ADULT,16F,STv6,K035823_K463_KMC_8G
K035824,KMC_08H,K463_08H,8H,,,F,F_17F,,"IGH spawner W1415, matrix v2",spawn/mort 112114,,Klamath River,,,Klamath River,Iron Gate Hatchery,LM,,,660,,,W1415,2011,2014 quick turn-around coho broodstock.,B,2014_1117,11/17/14,2014,ADULT,17F,STv6,K035824_K463_KMC_8H
K035825,KMC_09A,K463_09A,9A,,,F,F_18FN,,"IGH spawner W1415, matrix v2",spawn/mort/release 120214,,Klamath River,,,Klamath River,Iron Gate Hatchery,NONE,,,740,,,W1415,2011,2014 quick turn-around coho broodstock.,B,2014_1117,11/17/14,2014,ADULT,18FN,STv6,K035825_K463_KMC_9A
K035826,KMC_09B,K463_09B,9B,,,F,F_19F,,"IGH spawner W1415, matrix v2",spawn/mort 112114,,Klamath River,,,Klamath River,Iron Gate Hatchery,LM,,,600,,,W1415,2011,2014 quick turn-around coho broodstock.,B,2014_1117,11/17/14,2014,ADULT,19F,STv6,K035826_K463_KMC_9B
K035827,KMC_09C,K463_09C,9C,,,M,M_10MJ,,"IGH spawner W1415, matrix v2",spawn/mort 112114,,Klamath River,,,Klamath River,Iron Gate Hatchery,LM,,,450,,,W1415,2011,2014 quick turn-around coho broodstock.,B,2014_1117,11/17/14,2014,ADULT,10MJ,STv6,K035827_K463_KMC_9C
K035828,KMC_09D,K463_09D,9D,,,M,M_11MJ,,"IGH spawner W1415, matrix v2",spawn/mort/release 112514,,Klamath River,,,Klamath River,Iron Gate Hatchery,LM,,,480,,,W1415,2011,2014 quick turn-around coho broodstock.,B,2014_1117,11/17/14,2014,ADULT,11MJ,STv6,K035828_K463_KMC_9D
K035829,KMC_09E,K463_09E,9E,,,M,M_12MJ,,"IGH spawner W1415, matrix v2",spawn/mort/release 120214,,Klamath River,,,Klamath River,Iron Gate Hatchery,LM,,,410,,,W1415,2011,2014 quick turn-around coho broodstock.,B,2014_1117,11/17/14,2014,ADULT,12MJ,STv6,K035829_K463_KMC_9E
K035830,KMC_09F,K463_09F,9F,269181,,M,M_13MJ,,"IGH spawner W1415, matrix v2",spawn/mort 112114,,Klamath River,,,Klamath River,Iron Gate Hatchery,LM,,,450,,,W1415,2011,2014 quick turn-around coho broodstock.,B,2014_1117,11/17/14,2014,ADULT,13MJ,STv6,K035830_K463_KMC_9F
K035831,KMC_09G,K463_09G,9G,,,M,M_14MJ,,"IGH spawner W1415, matrix v2",spawn/mort 112114,,Klamath River,,,Klamath River,Iron Gate Hatchery,LM,,,360,,,W1415,2011,2014 quick turn-around coho broodstock.,B,2014_1117,11/17/14,2014,ADULT,14MJ,STv6,K035831_K463_KMC_9G
K035832,KMC_09H,K463_09H,9H,190057,,M,M_15MJ,,"IGH spawner W1415, matrix v2",spawn/mort/release 120314,,Klamath River,,,Klamath River,Iron Gate Hatchery,LM,,,480,,,W1415,2011,2014 quick turn-around coho broodstock.,B,2014_1117,11/17/14,2014,ADULT,15MJ,STv6,K035832_K463_KMC_9H
K035833,KMC_10A,K463_10A,10A,,,M,M_16MJ,,"IGH spawner W1415, matrix v2",spawn/mort/release 120314,,Klamath River,,,Klamath River,Iron Gate Hatchery,LM,,,440,,,W1415,2011,2014 quick turn-around coho broodstock.,B,2014_1117,11/17/14,2014,ADULT,16MJ,STv6,K035833_K463_KMC_10A
K035834,KMC_10B,K463_10B,10B,,,M,M_17MJ,,"IGH spawner W1415, matrix v2",spawn/mort/release 120214,,Klamath River,,,Klamath River,Iron Gate Hatchery,LM,,,400,,,W1415,2011,2014 quick turn-around coho broodstock.,B,2014_1117,11/17/14,2014,ADULT,17MJ,STv6,K035834_K463_KMC_10B
K035835,KMC_10C,K463_10C,10C,,,M,M_18MJ,,"IGH spawner W1415, matrix v2",spawn/mort 112114,,Klamath River,,,Klamath River,Iron Gate Hatchery,LM,,,380,,,W1415,2011,2014 quick turn-around coho broodstock.,B,2014_1117,11/17/14,2014,ADULT,18MJ,STv6,K035835_K463_KMC_10C
K035836,KMC_10D,K463_10D,10D,564190,,M,M_19MJ,,"IGH spawner W1415, matrix v2",spawn/mort 112114,,Klamath River,,,Klamath River,Iron Gate Hatchery,LM,,,530,,,W1415,2011,2014 quick turn-around coho broodstock.,B,2014_1117,11/17/14,2014,ADULT,19MJ,STv6,K035836_K463_KMC_10D
K035837,KMC_10E,K463_10E,10E,312259,,M,M_20MJ,,"IGH spawner W1415, matrix v2",spawn/mort 112114,,Klamath River,,,Klamath River,Iron Gate Hatchery,LM,,,490,,,W1415,2011,2014 quick turn-around coho broodstock.,B,2014_1117,11/17/14,2014,ADULT,20MJ,STv6,K035837_K463_KMC_10E
K035838,KMC_10F,K463_10F,10F,,,M,M_21MJ,,"IGH spawner W1415, matrix v2",spawn/mort/release 120314,,Klamath River,,,Klamath River,Iron Gate Hatchery,LM,,,450,,,W1415,2011,2014 quick turn-around coho broodstock.,B,2014_1117,11/17/14,2014,ADULT,21MJ,STv6,K035838_K463_KMC_10F
K035839,KMC_10G,K463_10G,10G,,,M,M_22MN,,"IGH spawner W1415, matrix v2",spawn/mort 112114,,Klamath River,,,Klamath River,Iron Gate Hatchery,NONE,,,630,,,W1415,2011,2014 quick turn-around coho broodstock.,B,2014_1117,11/17/14,2014,ADULT,22MN,STv6,K035839_K463_KMC_10G
K035840,KMC_10H,K463_10H,10H,,,M,M_23MJ,,"IGH spawner W1415, matrix v2",spawn/mort/release 112514,,Klamath River,,,Klamath River,Iron Gate Hatchery,LM,,,480,,,W1415,2011,2014 quick turn-around coho broodstock.,B,2014_1117,11/17/14,2014,ADULT,23MJ,STv6,K035840_K463_KMC_10H
K035841,KMC_11A,K463_11A,11A,,,M,M_24MJ,,"IGH spawner W1415, matrix v2",spawn/mort/release 120314,,Klamath River,,,Klamath River,Iron Gate Hatchery,LM,,,490,,,W1415,2011,2014 quick turn-around coho broodstock.,B,2014_1117,11/17/14,2014,ADULT,24MJ,STv6,K035841_K463_KMC_11A
