NMFS_ID,PCRloc'n,DNAloc'n,rBOXloc,PIT/Tag#,SEX(GHpsi),SEX,PIT_ID,Pop_ID,Status,FishKey_Reach,Remarks,WATERSHED,TRIB_1,TRIB_2,WATER_NAME,HATCHERY,Strain/Mark,Analysis,CrossRef,LENGTH,WEIGHT,Age,SpawnWinter,BirthYear,Notes,Hatchery.Status,STD_Date,CollectionDate,Collection Year,Lifestage,SampleID,Panel,Cross_Ref
K021162,KFW/6B,K310/6B,,1271,,F,,,,,,Klamath River,,,Klamath River ,Iron Gate Hatchery,LM clipped.,,,730,,,W1011,2007, Also picked and extracted as NMFS ID#K022580.,?,,11/5/10,2010,ADULT,22,TMv1,
K021163,KFW/6C,K310/6C,,1256,,M,,,,,,Klamath River,,,Klamath River ,Iron Gate Hatchery,LM clipped.,,,630,,,W1011,2007, Also picked and extracted as NMFS ID#K022604.,?,,11/5/10,2010,ADULT,23,TMv1,
K021164,KFW/6D,K310/6D,,1272,,F,,,,,,Klamath River,,,Klamath River ,Iron Gate Hatchery,LM clipped.,,,700,,,W1011,2007,,?,,11/5/10,2010,ADULT,24,TMv1,
K021165,KFW/6E,K310/6E,,1257,,M,,,,,,Klamath River,,,Klamath River ,Iron Gate Hatchery,Unmarked,,,790,,,W1011,2007,Unmarked. ,?,,11/5/10,2010,ADULT,25,TMv1,
K021166,KFW/6F,K310/6F,,1270,,F,,,,,,Klamath River,,,Klamath River ,Iron Gate Hatchery,LM clipped.,,,30,,,W1011,2007,,?,,11/5/10,2010,ADULT,26,TMv1,
K021167,KFW/6G,K310/6G,,1264,,F,,,,,,Klamath River,,,Klamath River ,Iron Gate Hatchery,LM clipped.,,,720,,,W1011,2007, Also picked and extracted as NMFS# K022616.,?,,11/5/10,2010,ADULT,27,TMv1,
K021168,KFW/6H,K310/6H,,1909,,M,,,,,,Klamath River,,,Klamath River ,Iron Gate Hatchery,LM clipped.,,,470,,,W1011,2007, Also picked and extracted as NMFS ID#K021145 and K022571,?,,11/5/10,2010,ADULT,28,TMv1,
K021169,KFW/7A,K310/7A,,1262,,M,,,,,,Klamath River,,,Klamath River ,Iron Gate Hatchery,LM clipped.,,,690,,,W1011,2007,,?,,11/5/10,2010,ADULT,29,TMv1,
K021170,KFW/7B,K310/7B,,1267,,M,,,,,,Klamath River,,,Klamath River ,Iron Gate Hatchery,LM clipped.,,,730,,,W1011,2007,,?,,11/5/10,2010,ADULT,30,TMv1,
K021172,KFW/7D,K310/7D,,1254,,M,,,,,,Klamath River,,,Klamath River ,Iron Gate Hatchery,LM clipped.,,,440,,,W1011,2007,,?,,11/5/10,2010,ADULT,32,TMv1,
K021173,KFW/7E,K310/7E,,1261,,F,,,,,,Klamath River,,,Klamath River ,Iron Gate Hatchery,LM clipped.,,,740,,,W1011,2007,,?,,11/5/10,2010,ADULT,33,TMv1,
K021174,KFW/7F,K310/7F,,1263,,M,,,,,,Klamath River,,,Klamath River ,Iron Gate Hatchery,LM clipped.,,,700,,,W1011,2007,,?,,11/5/10,2010,ADULT,34,TMv1,
K021175,KFW/7G,K310/7G,,1338,,M,,,,,,Klamath River,,,Klamath River ,Iron Gate Hatchery,LM clipped.,,,750,,,W1011,2007,,?,,11/5/10,2010,ADULT,35,TMv1,
K021176,KFW/7H,K310/7H,,1326,,F,,,,,,Klamath River,,,Klamath River ,Iron Gate Hatchery,LM clipped.,,,750,,,W1011,2007,,?,,11/5/10,2010,ADULT,36,TMv1,
K021177,KFW/8A,K310/8A,,1330,,M,,,,,,Klamath River,,,Klamath River ,Iron Gate Hatchery,LM clipped.,,,380,,,W1011,2007,,?,,11/5/10,2010,ADULT,37,TMv1,
K021178,KFW/8B,K310/8B,,1337,,M,,,,,,Klamath River,,,Klamath River ,Iron Gate Hatchery,LM clipped.,,,730,,,W1011,2007, Also picked and extracted as NMFS ID#K022605.,?,,11/5/10,2010,ADULT,38,TMv1,
K021179,KFW/8C,K310/8C,,1345,,F,,,,,,Klamath River,,,Klamath River ,Iron Gate Hatchery,LM clipped.,,,670,,,W1011,2007, Also picked and extracted under NMFS ID#K022567.,?,,11/5/10,2010,ADULT,39,TMv1,
K021180,KFW/8D,K310/8D,,1965,,F,,,,,,Klamath River,,,Klamath River ,Iron Gate Hatchery,LM clipped.,,,760,,,W1011,2007,,?,,11/8/10,2010,ADULT,5,TMv1,
K021181,KFW/8E,K310/8E,,1967,,M,,,,,,Klamath River,,,Klamath River ,Iron Gate Hatchery,LM clipped.,,,430,,,W1011,2007,,?,,11/8/10,2010,ADULT,6,TMv1,
K021182,KFW/8F,K310/8F,,1815,,F,,,,,,Klamath River,,,Klamath River ,Iron Gate Hatchery,LM clipped.,,,620,,,W1011,2007,,?,,11/8/10,2010,ADULT,7,TMv1,
K021183,KFW/8G,K310/8G,,1964,,F,,,,,,Klamath River,,,Klamath River ,Iron Gate Hatchery,LM clipped.,,,730,,,W1011,2007,,?,,11/8/10,2010,ADULT,10,TMv1,
K021184,KFW/8H,K310/8H,,1805,,M,,,,,,Klamath River,,,Klamath River ,Iron Gate Hatchery,LM clipped.,,,660,,,W1011,2007,,?,,11/8/10,2010,ADULT,13,TMv1,
K021185,KFW/9A,K310/9A,,1811,,F,,,,,,Klamath River,,,Klamath River ,Iron Gate Hatchery,LM clipped.,,,610,,,W1011,2007,,?,,11/8/10,2010,ADULT,14,TMv1,
K021186,KFW/9B,K310/9B,,1966,K021145 and K021168 look like diff samples!,M,,,,,,Klamath River,,,Klamath River ,Iron Gate Hatchery,LM clipped.,,,610,,,W1011,2007, Also picked and extracted as NMFS ID#K022591.,?,,11/8/10,2010,ADULT,15,TMv1,
K021187,KFW/9C,K310/9C,,1954,,M,,,,,,Klamath River,,,Klamath River ,Iron Gate Hatchery,No marks,,,700,,,W1011,2007,No marks.  Also picked and extracted under NMFS ID#K022550.,?,,11/8/10,2010,ADULT,16,TMv1,
K021188,KFW/9D,K310/9D,,1952,,F,,,,,,Klamath River,,,Klamath River ,Iron Gate Hatchery,LM clipped.,,,630,,,W1011,2007,,?,,11/8/10,2010,ADULT,19,TMv1,
K021189,KFW/9E,K310/9E,,1810,,F,,,,,,Klamath River,,,Klamath River ,Iron Gate Hatchery,LM clipped.,,,710,,,W1011,2007,,?,,11/8/10,2010,ADULT,20,TMv1,
K021190,KFW/9F,K310/9F,,1822,,F,,,,,,Klamath River,,,Klamath River ,Iron Gate Hatchery,LM clipped.,,,700,,,W1011,2007,,?,,11/8/10,2010,ADULT,22,TMv1,
K021191,KFW/9G,K310/9G,,1971,,M,,,,,,Klamath River,,,Klamath River ,Iron Gate Hatchery,LM clipped.,,,430,,,W1011,2007,,?,,11/8/10,2010,ADULT,27,TMv1,
K021192,KFW/9H,K310/9H,,1821,,F,,,,,,Klamath River,,,Klamath River ,Iron Gate Hatchery,LM clipped.,,,650,,,W1011,2007,,?,,11/8/10,2010,ADULT,28,TMv1,
K021193,KFW/10A,K310/10A,,1956,,F,,,,,,Klamath River,,,Klamath River ,Iron Gate Hatchery,LM clipped.,,,700,,,W1011,2007,,?,,11/8/10,2010,ADULT,29,TMv1,
K021195,KFW/10C,K310/10C,,1823,,M,,,,,,Klamath River,,,Klamath River ,Iron Gate Hatchery,LM clipped.,,,460,,,W1011,2007,,?,,11/8/10,2010,ADULT,30,TMv1,
K021196,KFW/10D,K310/10D,,1804,,F,,,,,,Klamath River,,,Klamath River ,Iron Gate Hatchery,LM clipped.,,,710,,,W1011,2007, Also picked and extracted as NMFS ID#K022543.,?,,11/8/10,2010,ADULT,32,TMv1,
K021197,KFW/10E,K310/10E,,1973,,M,,,,,,Klamath River,,,Klamath River ,Iron Gate Hatchery,LM clipped.,,,670,,,W1011,2007,,?,,11/8/10,2010,ADULT,33,TMv1,
K021198,KFW/10F,K310/10F,,1816,,F,,,,,,Klamath River,,,Klamath River ,Iron Gate Hatchery,LM clipped.,,,690,,,W1011,2007,,?,,11/8/10,2010,ADULT,34,TMv1,
K021199,KFW/10G,K310/10G,,1802,,F,,,,,,Klamath River,,,Klamath River ,Iron Gate Hatchery,No mark,,,720,,,W1011,2007,No mark.  Also picked and extracted as NMFS ID#K022574.,?,,11/8/10,2010,ADULT,35,TMv1,
K021200,KFW/10H,K310/10H,,2315,,F,,,,,,Klamath River,,,Klamath River ,Iron Gate Hatchery,LM clipped.,,,670,,,W1011,2007, Also picked and extracted as NMFS ID#K022608.,?,,11/8/10,2010,ADULT,36,TMv1,
K021201,KFW/11A,K310/11A,,2303,,F,,,,,,Klamath River,,,Klamath River ,Iron Gate Hatchery,LM clipped.,,,740,,,W1011,2007,,?,,11/8/10,2010,ADULT,37,TMv1,
K021202,KFW/11B,K310/11B,,2320,,F,,,,,,Klamath River,,,Klamath River ,Iron Gate Hatchery,No marks,,,690,,,W1011,2007,No marks. ,?,,11/8/10,2010,ADULT,38,TMv1,
K021203,KFW/11C,K310/11C,,2311,,F,,,,,,Klamath River,,,Klamath River ,Iron Gate Hatchery,No marks,,,760,,,W1011,2007,No marks. ,?,,11/8/10,2010,ADULT,39,TMv1,
K021204,KFW/11D,K310/11D,,2305,,F,,,,,,Klamath River,,,Klamath River ,Iron Gate Hatchery,LM clipped.,,,670,,,W1011,2007, Also picked and extracted as NMFS ID#K022601.,?,,11/8/10,2010,ADULT,41,TMv1,
K021205,KFW/11E,K310/11E,,1960,,F,,,,,,Klamath River,,,Klamath River ,Iron Gate Hatchery,LM clipped.,,,660,,,W1011,2007,,?,,11/8/10,2010,ADULT,42,TMv1,
K021206,KFW/11F,K310/11F,,2304,,M,,,,,,Klamath River,,,Klamath River ,Iron Gate Hatchery,LM clipped.,,,400,,,W1011,2007,,?,,11/8/10,2010,ADULT,43,TMv1,
K021207,KFW/11G,K310/11G,,2314,,M,,,,,,Klamath River,,,Klamath River ,Iron Gate Hatchery,LM clipped.,,,390,,,W1011,2007,,?,,11/8/10,2010,ADULT,44,TMv1,
K021208,KFW/11H,K310/11H,,2318,,F,,,,,,Klamath River,,,Klamath River ,Iron Gate Hatchery,LM clipped.,,,720,,,W1011,2007,,?,,11/8/10,2010,ADULT,45,TMv1,
K021209,KFW/12A,K310/12A,,2307,,M,,,,,,Klamath River,,,Klamath River ,Iron Gate Hatchery,No marks,,,440,,,W1011,2007,No marks. ,?,,11/8/10,2010,ADULT,50,TMv1,
K021210,KFW/12B,K310/12B,,2319,,F,,,,,,Klamath River,,,Klamath River ,Iron Gate Hatchery,LM clipped.,,,670,,,W1011,2007,,?,,11/8/10,2010,ADULT,51,TMv1,
K021211,KFW/12C,K310/12C,,2322,,F,,,,,,Klamath River,,,Klamath River ,Iron Gate Hatchery,LM clipped.,,,660,,,W1011,2007,Retagged because first tag lost. ,?,,11/8/10,2010,ADULT,52,TMv1,
K021212,KFW/12D,K310/12D,,1958,,F,,,,,,Klamath River,,,Klamath River ,Iron Gate Hatchery,LM clipped.,,,640,,,W1011,2007,,?,,11/8/10,2010,ADULT,53,TMv1,
K021213,KFW/12E,K310/12E,,2321,,M,,,,,,Klamath River,,,Klamath River ,Iron Gate Hatchery,LM clipped.,,,580,,,W1011,2007, Also picked and extracted as NMFS ID#K022587.,?,,11/8/10,2010,ADULT,55,TMv1,
K021214,KFW/12F,K310/12F,,2300,,F,,,,,,Klamath River,,,Klamath River ,Iron Gate Hatchery,LM clipped.,,,660,,,W1011,2007,,?,,11/8/10,2010,ADULT,57,TMv1,
K021215,KFW/12G,K310/12G,,1801,,M,,,,,,Klamath River,,,Klamath River ,Iron Gate Hatchery,LM clipped.,,,700,,,W1011,2007,,?,,11/8/10,2010,ADULT,1,TMv1,
K021216,KFW/12H,K310/12H,,1955,,M,,,,,,Klamath River,,,Klamath River ,Iron Gate Hatchery,LM clipped.,,,760,,,W1011,2007,,?,,11/8/10,2010,ADULT,2,TMv1,
K021217,KFX/1A,K311/1A,,1809,,M,,,,,,Klamath River,,,Klamath River ,Iron Gate Hatchery,LM clipped.,,,740,,,W1011,2007,"Length given in cm, converted to mm.",?,,11/8/10,2010,ADULT,3,TMv1,
K021218,KFX/1B,K311/1B,,1819,,M,,,,,,Klamath River,,,Klamath River ,Iron Gate Hatchery,LM clipped.,,,660,,,W1011,2007,"Length given in cm, converted to mm.",?,,11/8/10,2010,ADULT,4,TMv1,
K021219,KFX/1C,K311/1C,,1807,,M,,,,,,Klamath River,,,Klamath River ,Iron Gate Hatchery,LM clipped.,,,710,,,W1011,2007,"Length given in cm, converted to mm.",?,,11/8/10,2010,ADULT,8,TMv1,
K021220,KFX/1D,K311/1D,,1961,,M,,,,,,Klamath River,,,Klamath River ,Iron Gate Hatchery,LM clipped.,,,740,,,W1011,2007,"Length given in cm, converted to mm.",?,,11/8/10,2010,ADULT,9,TMv1,
K021221,KFX/1E,K311/1E,,1953,,M,,,,,,Klamath River,,,Klamath River ,Iron Gate Hatchery,LM clipped.,,,680,,,W1011,2007,"Length given in cm, converted to mm.",?,,11/8/10,2010,ADULT,11,TMv1,
K021222,KFX/1F,K311/1F,,1806,,F,,,,,,Klamath River,,,Klamath River ,Iron Gate Hatchery,LM clipped.,,,680,,,W1011,2007,"Length given in cm, converted to mm.",?,,11/8/10,2010,ADULT,12,TMv1,
K021223,KFX/1G,K311/1G,,1957,,M,,,,,,Klamath River,,,Klamath River ,Iron Gate Hatchery,LM clipped.,,,450,,,W1011,2007,"Length given in cm, converted to mm.",?,,11/8/10,2010,ADULT,17,TMv1,
K021224,KFX/1H,K311/1H,,1972,,M,,,,,,Klamath River,,,Klamath River ,Iron Gate Hatchery,LM clipped.,,,420,,,W1011,2007,"Length given in cm, converted to mm.",?,,11/8/10,2010,ADULT,18,TMv1,
K021225,KFX/2A,K311/2A,,1800,,M,,,,,,Klamath River,,,Klamath River ,Iron Gate Hatchery,LM clipped.,,,750,,,W1011,2007,"Length given in cm, converted to mm.",?,,11/8/10,2010,ADULT,21,TMv1,
K021226,KFX/2B,K311/2B,,1950,,M,,,,,,Klamath River,,,Klamath River ,Iron Gate Hatchery,LM clipped.,,,710,,,W1011,2007,"Length given in cm, converted to mm.",?,,11/8/10,2010,ADULT,23,TMv1,
K021227,KFX/2C,K311/2C,,1824,,M,,,,,,Klamath River,,,Klamath River ,Iron Gate Hatchery,LM clipped.,,,690,,,W1011,2007,"Length given in cm, converted to mm.",?,,11/8/10,2010,ADULT,24,TMv1,
K021228,KFX/2D,K311/2D,,1813,,M,,,,,,Klamath River,,,Klamath River ,Iron Gate Hatchery,LM clipped.,,,640,,,W1011,2007, Also picked and extracted under NMFS ID#K022585.,?,,11/8/10,2010,ADULT,25,TMv1,
K021229,KFX/2E,K311/2E,,1808,,F,,,,,,Klamath River,,,Klamath River ,Iron Gate Hatchery,LM clipped.,,,770,,,W1011,2007, Also picked and extracted under NMFS ID#K022586.,?,,11/8/10,2010,ADULT,26,TMv1,
K021230,KFX/2F,K311/2F,,1951,,M,,,,,,Klamath River,,,Klamath River ,Iron Gate Hatchery,LM clipped.,,,690,,,W1011,2007,"Length given in cm, converted to mm.",?,,11/8/10,2010,ADULT,40,TMv1,
K021231,KFX/2G,K311/2G,,2308,,M,,,,,,Klamath River,,,Klamath River ,Iron Gate Hatchery,LM clipped.,,,710,,,W1011,2007,"Length given in cm, converted to mm.",?,,11/8/10,2010,ADULT,46,TMv1,
K021232,KFX/2H,K311/2H,,1969,,F,,,,,,Klamath River,,,Klamath River ,Iron Gate Hatchery,LM clipped.,,,740,,,W1011,2007,"Length given in cm, converted to mm.",?,,11/8/10,2010,ADULT,48,TMv1,
K021233,KFX/3A,K311/3A,,1968,,F,,,,,,Klamath River,,,Klamath River ,Iron Gate Hatchery,LM clipped.,,,710,,,W1011,2007, Also picked and extracted under NMFS ID#K022602.,?,,11/8/10,2010,ADULT,49,TMv1,
K021234,KFX/3B,K311/3B,,1803,,M,,,,,,Klamath River,,,Klamath River ,Iron Gate Hatchery,LM clipped.,,,690,,,W1011,2007, Also picked and extracted under NMFS ID#K022600.,?,,11/8/10,2010,ADULT,54,TMv1,
K021235,KFX/3C,K311/3C,,2310,,F,,,,,,Klamath River,,,Klamath River ,Iron Gate Hatchery,LM clipped.,,,730,,,W1011,2007,"Length given in cm, converted to mm.",?,,11/8/10,2010,ADULT,58,TMv1,
K021236,KFX/3D,K311/3D,,1817,,F,,,,,,Klamath River,,,Klamath River ,Iron Gate Hatchery,LM clipped.,,,700,,,W1011,2007,Previously picked into K310 (NMFS ID# K021194). Also picked and extracted as NMFS ID# K022592. ,?,,11/8/10,2010,ADULT,31,TMv1,
K021237,KFX/3E,K311/3E,,1899,,M,,,,,,Klamath River,,,Klamath River ,Iron Gate Hatchery,LM clipped.,,,710,,,W1011,2007,"Length given in cm, converted to mm.",?,,11/12/10,2010,ADULT,1,TMv1,
K021238,KFX/3F,K311/3F,,1893,,F,,,,,,Klamath River,,,Klamath River ,Iron Gate Hatchery,No mark,,,710,,,W1011,2007,No mark.  Also picked and extracted as NMFS ID#K022522.,?,,11/12/10,2010,ADULT,4,TMv1,
K021239,KFX/3G,K311/3G,,2323,,M,,,,,,Klamath River,,,Klamath River ,Iron Gate Hatchery,LM clipped.,,,690,,,W1011,2007,"Length given in cm, converted to mm.",?,,11/12/10,2010,ADULT,5,TMv1,
K021240,KFX/3H,K311/3H,,1881,,M,,,,,,Klamath River,,,Klamath River ,Iron Gate Hatchery,LM clipped.,,,730,,,W1011,2007,Pit Tag # 1210016512073.  Also picked and extracted as NMFS ID#K022552.,?,,11/12/10,2010,ADULT,6,TMv1,
K021241,KFX/4A,K311/4A,,1896,,M,,,,,,Klamath River,,,Klamath River ,Iron Gate Hatchery,No mark,,,690,,,W1011,2007,No mark.  Also picked and extracted as NMFS ID#K022554.,?,,11/12/10,2010,ADULT,7,TMv1,
K021242,KFX/4B,K311/4B,,1889,,F,,,,,,Klamath River,,,Klamath River ,Iron Gate Hatchery,LM clipped.,,,760,,,W1011,2007,"Length given in cm, converted to mm.",?,,11/12/10,2010,ADULT,8,TMv1,
K021243,KFX/4C,K311/4C,,1818,,F,,,,,,Klamath River,,,Klamath River ,Iron Gate Hatchery,No mark,,,750,,,W1011,2007,No mark.  Also picked and extracted as NMFS ID#K022521.,?,,11/12/10,2010,ADULT,10,TMv1,
K021245,KFX/4E,K311/4E,,1886,,M,,,,,,Klamath River,,,Klamath River ,Iron Gate Hatchery,No mark,,,690,,,W1011,2007,No mark. ,?,,11/12/10,2010,ADULT,12,TMv1,
K021246,KFX/4F,K311/4F,,1878,,M,,,,,,Klamath River,,,Klamath River ,Iron Gate Hatchery,No mark,,,650,,,W1011,2007,No mark. ,?,,11/12/10,2010,ADULT,13,TMv1,
K021247,KFX/4G,K311/4G,,1885,,M,,,,,,Klamath River,,,Klamath River ,Iron Gate Hatchery,No mark,,,700,,,W1011,2007,No mark.  Also picked and extracted as NMFS ID#K022546.,?,,11/12/10,2010,ADULT,14,TMv1,
K021248,KFX/4H,K311/4H,,1812,,F,,,,,,Klamath River,,,Klamath River ,Iron Gate Hatchery,LM clipped.,,,710,,,W1011,2007,"Length given in cm, converted to mm.",?,,11/12/10,2010,ADULT,15,TMv1,
K021249,KFX/5A,K311/5A,,1963,,F,,,,,,Klamath River,,,Klamath River ,Iron Gate Hatchery,No mark,,,710,,,W1011,2007,No mark. ,?,,11/12/10,2010,ADULT,16,TMv1,
K021250,KFX/5B,K311/5B,,1883,,M,,,,,,Klamath River,,,Klamath River ,Iron Gate Hatchery,No mark,,,680,,,W1011,2007,No mark.  Also picked and extracted as NMFS ID#K022564.,?,,11/12/10,2010,ADULT,17,TMv1,
K021251,KFX/5C,K311/5C,,2324,,F,,,,,,Klamath River,,,Klamath River ,Iron Gate Hatchery,LM clipped.,,,730,,,W1011,2007, Also picked and extracted as NMFS ID#K022588.,?,,11/12/10,2010,ADULT,18,TMv1,
K021252,KFX/5D,K311/5D,,2301,,F,,,,,,Klamath River,,,Klamath River ,Iron Gate Hatchery,LM clipped.,,,750,,,W1011,2007, Also picked and extracted as NMFS ID#K022599.,?,,11/12/10,2010,ADULT,19,TMv1,
K021253,KFX/5E,K311/5E,,1877,,F,,,,,,Klamath River,,,Klamath River ,Iron Gate Hatchery,LM clipped.,,,750,,,W1011,2007,"Length given in cm, converted to mm.",?,,11/12/10,2010,ADULT,20,TMv1,
K021254,KFX/5F,K311/5F,,1882,,F,,,,,,Klamath River,,,Klamath River ,Iron Gate Hatchery,LM clipped.,,,690,,,W1011,2007, Also picked and extracted as NMFS ID#K022590.,?,,11/12/10,2010,ADULT,21,TMv1,
K021255,KFX/5G,K311/5G,,1892,,F,,,,,,Klamath River,,,Klamath River ,Iron Gate Hatchery,LM clipped.,,,590,,,W1011,2007, Also picked and extracted under NMFS ID#K022516.,?,,11/12/10,2010,ADULT,22,TMv1,
K021256,KFX/5H,K311/5H,,1897,,M,,,,,,Klamath River,,,Klamath River ,Iron Gate Hatchery,LM clipped.,,,460,,,W1011,2007, Also picked and extracted under NMFS ID#K022594.,?,,11/12/10,2010,ADULT,23,TMv1,
K021257,KFX/6A,K311/6A,,1875,,F,,,,,,Klamath River,,,Klamath River ,Iron Gate Hatchery,LM clipped.,,,580,,,W1011,2007,,?,,11/12/10,2010,ADULT,24,TMv1,
K021258,KFX/6B,K311/6B,,1959,,F,,,,,,Klamath River,,,Klamath River ,Iron Gate Hatchery,LM clipped.,,,700,,,W1011,2007, Also picked and extracted under NMFS ID#K022517.,?,,11/12/10,2010,ADULT,25,TMv1,
K021259,KFX/6C,K311/6C,,1962,,M,,,,,,Klamath River,,,Klamath River ,Iron Gate Hatchery,LM clipped.,,,740,,,W1011,2007,,?,,11/12/10,2010,ADULT,26,TMv1,
K021260,KFX/6D,K311/6D,,1884,,M,,,,,,Klamath River,,,Klamath River ,Iron Gate Hatchery,No mark,,,730,,,W1011,2007,No mark. ,?,,11/12/10,2010,ADULT,27,TMv1,
K021261,KFX/6E,K311/6E,,1834,,M,,,,,,Klamath River,,,Klamath River ,Iron Gate Hatchery,No mark,,,710,,,W1011,2007,No mark.  Also picked and extracted as NMFS ID#K022562.,?,,11/12/10,2010,ADULT,28,TMv1,
K021262,KFX/6F,K311/6F,,1887,,M,,,,,,Klamath River,,,Klamath River ,Iron Gate Hatchery,LM clipped.,,,710,,,W1011,2007,,?,,11/12/10,2010,ADULT,29,TMv1,
K021263,KFX/6G,K311/6G,,1828,,M,,,,,,Klamath River,,,Klamath River ,Iron Gate Hatchery,LM clipped.,,,770,,,W1011,2007, Also picked and extracted as NMFS ID#K022589.,?,,11/12/10,2010,ADULT,30,TMv1,
K021264,KFX/6H,K311/6H,,1842,,F,,,,,,Klamath River,,,Klamath River ,Iron Gate Hatchery,LM clipped.,,,720,,,W1011,2007,,?,,11/12/10,2010,ADULT,31,TMv1,
K021265,KFX/7A,K311/7A,,1825,,F,,,,,,Klamath River,,,Klamath River ,Iron Gate Hatchery,No mark,,,670,,,W1011,2007,No mark. ,?,,11/12/10,2010,ADULT,32,TMv1,
K021266,KFX/7B,K311/7B,,1838,,F,,,,,,Klamath River,,,Klamath River ,Iron Gate Hatchery,No mark,,,610,,,W1011,2007,No mark. ,?,,11/12/10,2010,ADULT,33,TMv1,
K021267,KFX/7C,K311/7C,,1895,,M,,,,,,Klamath River,,,Klamath River ,Iron Gate Hatchery,LM clipped.,,,600,,,W1011,2007,,?,,11/12/10,2010,ADULT,34,TMv1,
K021268,KFX/7D,K311/7D,,1970,,M,,,,,,Klamath River,,,Klamath River ,Iron Gate Hatchery,LM clipped.,,,670,,,W1011,2007,,?,,11/12/10,2010,ADULT,35,TMv1,
K021269,KFX/7E,K311/7E,,1846,,M,,,,,,Klamath River,,,Klamath River ,Iron Gate Hatchery,LM clipped.,,,480,,,W1011,2007,,?,,11/12/10,2010,ADULT,36,TMv1,
K021270,KFX/7F,K311/7F,,1829,,M,,,,,,Klamath River,,,Klamath River ,Iron Gate Hatchery,LM clipped.,,,430,,,W1011,2007,,?,,11/12/10,2010,ADULT,37,TMv1,
K021271,KFX/7G,K311/7G,,1841,,M,,,,,,Klamath River,,,Klamath River ,Iron Gate Hatchery,LM clipped.,,,440,,,W1011,2007,,?,,11/12/10,2010,ADULT,38,TMv1,
K021272,KFX/7H,K311/7H,,1849,,M,,,,,,Klamath River,,,Klamath River ,Iron Gate Hatchery,LM clipped.,,,720,,,W1011,2007,,?,,11/12/10,2010,ADULT,40,TMv1,
K021273,KFX/8A,K311/8A,,1832,,M,,,,,,Klamath River,,,Klamath River ,Iron Gate Hatchery,LM clipped.,,,760,,,W1011,2007,,?,,11/12/10,2010,ADULT,43,TMv1,
K021274,KFX/8B,K311/8B,,1031,,F,,,,,,Klamath River,,,Klamath River ,Iron Gate Hatchery,LM clipped.,,,690,,,W1011,2007, Also picked and extracted under NMFS# K022613.,?,,11/12/10,2010,ADULT,44,TMv1,
K021275,KFX/8C,K311/8C,,1049,,F,,,,,,Klamath River,,,Klamath River ,Iron Gate Hatchery,LM clipped.,,,740,,,W1011,2007,,?,,11/12/10,2010,ADULT,45,TMv1,
K021276,KFX/8D,K311/8D,,1047,,F,,,,,,Klamath River,,,Klamath River ,Iron Gate Hatchery,LM clipped.,,,680,,,W1011,2007, Also picked and extracted under NMFS ID#K022623.,?,,11/12/10,2010,ADULT,46,TMv1,
K021277,KFX/8E,K311/8E,,1830,,F,,,,,,Klamath River,,,Klamath River ,Iron Gate Hatchery,No mark,,,700,,,W1011,2007,No mark. ,?,,11/12/10,2010,ADULT,47,TMv1,
K021278,KFX/8F,K311/8F,,1037,,F,,,,,,Klamath River,,,Klamath River ,Iron Gate Hatchery,LM clipped.,,,750,,,W1011,2007,,?,,11/12/10,2010,ADULT,48,TMv1,
K021279,KFX/8G,K311/8G,,1879,,F,,,,,,Klamath River,,,Klamath River ,Iron Gate Hatchery,No mark,,,730,,,W1011,2007,No mark. ,?,,11/12/10,2010,ADULT,49,TMv1,
K021280,KFX/8H,K311/8H,,1040,,F,,,,,,Klamath River,,,Klamath River ,Iron Gate Hatchery,LM clipped.,,,710,,,W1011,2007, Also picked and extracted under NMFS# K022618.,?,,11/12/10,2010,ADULT,50,TMv1,
K021281,KFX/9A,K311/9A,,1043,,F,,,,,,Klamath River,,,Klamath River ,Iron Gate Hatchery,LM clipped.,,,740,,,W1011,2007,,?,,11/12/10,2010,ADULT,51,TMv1,
K021282,KFX/9B,K311/9B,,1030,,F,,,,,,Klamath River,,,Klamath River ,Iron Gate Hatchery,LM clipped.,,,700,,,W1011,2007,,?,,11/12/10,2010,ADULT,53,TMv1,
K021283,KFX/9C,K311/9C,,1033,,F,,,,,,Klamath River,,,Klamath River ,Iron Gate Hatchery,LM clipped.,,,720,,,W1011,2007, Also picked and extracted under NMFS# K022614.,?,,11/12/10,2010,ADULT,54,TMv1,
K021284,KFX/9D,K311/9D,,1025,,F,,,,,,Klamath River,,,Klamath River ,Iron Gate Hatchery,LM clipped.,,,730,,,W1011,2007, Also picked and extracted under NMFS# K022619.,?,,11/12/10,2010,ADULT,55,TMv1,
K021285,KFX/9E,K311/9E,,1833,,M,,,,,,Klamath River,,,Klamath River ,Iron Gate Hatchery,No mark,,,710,,,W1011,2007,No mark.   Also picked and extracted under NMFS ID#K022581.,?,,11/12/10,2010,ADULT,56,TMv1,
K021286,KFX/9F,K311/9F,,1028,,F,,,,,,Klamath River,,,Klamath River ,Iron Gate Hatchery,LM clipped.,,,720,,,W1011,2007,,?,,11/12/10,2010,ADULT,57,TMv1,
K021287,KFX/9G,K311/9G,,1032,,F,,,,,,Klamath River,,,Klamath River ,Iron Gate Hatchery,No mark,,,670,,,W1011,2007,No mark. ,?,,11/12/10,2010,ADULT,58,TMv1,
